case_id,order_id,expected_category,expected_txn_ids,expected_amount,expected_currency,expected_settlement_date,expected_total_settled,expected_difference,split,note
C0998,ORD-000973,other_conflicting,TXN-0001265,20567.91,INR,2026-07-07,-12478.96,33046.87,dev,Settlement shows a negative gross amount — an unflagged chargeback/reversal.
C0542,ORD-000542,date_issue,TXN-0000562,21999.59,INR,2026-06-23,21999.59,0.0,test_holdout,"Genuine settlement (TXN-0000562) is dated +3 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0824,ORD-000799,partial_settlement,TXN-0000892;TXN-0000893,11943.53,INR,2026-07-23,11943.53,0.0,dev,Order was settled in two parts (TXN-0000892 + TXN-0000893) summing exactly to the order amount.
C0342,ORD-000342,exact_match,TXN-0000342,1670.28,INR,2026-06-19,1670.28,0.0,test_holdout,"Amount, date, and reference all agree exactly."
C0454,ORD-000454,amount_issue,TXN-0000454,17223.23,INR,2026-08-03,17229.75,-6.52,dev,Gross settlement amount differs from order amount by a small variance (₹6.52).
C0068,ORD-000068,exact_match,TXN-0000068,4284.9,INR,2026-07-11,4284.9,0.0,dev,"Amount, date, and reference all agree exactly."
C0777,ORD-000752,duplicate_record,TXN-0000784;TXN-0000785,30717.78,INR,2026-06-14,30717.78,0.0,dev,Duplicate + partial combo: TXN-0000784 and TXN-0000785 together equal the order amount (genuine two-part settlement); TXN-0000786 duplicates one leg and should be excluded/reversed.
C0603,ORD-000603,date_issue,TXN-0000623,30772.21,INR,2026-07-29,30772.21,0.0,dev,"Genuine settlement (TXN-0000623) is dated -1 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0729,ORD-000704,duplicate_record,TXN-0000682,11073.65,INR,2026-06-30,11073.65,0.0,dev,"Exact duplicate: two identical settlements for the same order, same amount and date."
C0144,ORD-000144,exact_match,TXN-0000144,38517.5,INR,2026-08-07,38517.5,0.0,test_holdout,"Amount, date, and reference all agree exactly."
C0267,ORD-000267,exact_match,TXN-0000267,43986.75,INR,2026-07-15,43986.75,0.0,dev,"Amount, date, and reference all agree exactly."
C0979,ORD-000954,exact_match,TXN-0001247,15920.31,INR,2026-06-17,15920.31,0.0,dev,"Amount, date, and reference all agree exactly (this order is the true owner of a settlement that also happens to look like a match for a different order — see that order's other_conflicting case)."
C0389,ORD-000389,exact_match,TXN-0000389,22851.67,INR,2026-08-01,22851.67,0.0,test_holdout,"Amount, date, and reference all agree exactly."
C0705,,missing_record,TXN-0000650,,,2026-08-16,38900.05,,dev,Settlement received with no matching order in the ledger (orphan credit).
C0440,ORD-000440,amount_issue,TXN-0000440,19882.97,INR,2026-06-19,19890.34,-7.37,validation,Gross settlement amount differs from order amount by a small variance (₹7.37).
C0311,ORD-000311,exact_match,TXN-0000311,32320.73,INR,2026-06-27,32320.73,0.0,dev,"Amount, date, and reference all agree exactly."
C0056,ORD-000056,exact_match,TXN-0000056,39762.77,INR,2026-06-14,39762.77,0.0,dev,"Amount, date, and reference all agree exactly."
C0886,ORD-000861,multiple_possible_matches,TXN-0001034,6250.87,INR,2026-06-06,6250.87,0.0,dev,"4 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001034 is correct. Decoys: TXN-0001035,TXN-0001036,TXN-0001037. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0258,ORD-000258,exact_match,TXN-0000258,30613.68,INR,2026-08-11,30613.68,0.0,validation,"Amount, date (within settlement lag), and reference all agree."
C0639,ORD-000639,missing_record,,28613.4,INR,,0,28613.4,validation,Order recorded but no corresponding settlement received (pending or lost).
C0467,ORD-000467,amount_issue,TXN-0000467,40316.08,INR,2026-08-22,24413.41,15902.67,validation,Combo case: gross settlement amount is mismatched (diff ₹-15902.67) AND the reference ('ORD000467') is malformed vs 'ORD-000467' — the agent must use date proximity plus a fuzzy/normalized reference match to even find this candidate before it can assess the amount discrepancy.
C0024,ORD-000024,exact_match,TXN-0000024,31118.64,INR,2026-06-19,31118.64,0.0,dev,"Reference id formatted differently ('ORD-00024' vs 'ORD-000024') — requires normalization, but amount/date/identity agree: true match."
C0807,ORD-000782,partial_settlement,TXN-0000858;TXN-0000859,24267.47,INR,2026-08-22,24267.47,0.0,dev,Order was settled in two parts (TXN-0000858 + TXN-0000859) summing exactly to the order amount.
C0209,ORD-000209,exact_match,TXN-0000209,5029.36,INR,2026-06-10,5029.36,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0314,ORD-000314,exact_match,TXN-0000314,16092.96,INR,2026-08-18,16092.96,0.0,dev,"Amount, date, and reference all agree exactly."
C0023,ORD-000023,exact_match,TXN-0000023,333.6,INR,2026-07-07,333.6,0.0,dev,"Reference id formatted differently ('ORD-00023' vs 'ORD-000023') — requires normalization, but amount/date/identity agree: true match."
C0760,ORD-000735,duplicate_record,TXN-0000744,44305.74,INR,2026-06-13,44305.74,0.0,dev,"Near duplicate: same order and amount settled twice, one day apart."
C0208,ORD-000208,exact_match,TXN-0000208,6693.02,INR,2026-06-22,6693.02,0.0,test_holdout,"Amount, date, and reference all agree exactly."
C0494,ORD-000494,amount_issue,TXN-0000494,25951.1,INR,2026-08-27,20455.61,5495.49,dev,Gross settlement amount is materially mismatched vs order amount — possible keying error (diff ₹-5495.49).
C0694,ORD-000694,missing_record,,39381.17,INR,,0,39381.17,dev,Order recorded but no corresponding settlement received (pending or lost).
C0272,ORD-000272,exact_match,TXN-0000272,4073.02,INR,2026-08-21,4073.02,0.0,dev,"Amount, date, and reference all agree exactly."
C0404,ORD-000404,amount_issue,TXN-0000404,40163.81,INR,2026-08-26,40162.13,1.68,dev,Gross settlement amount differs from order amount by a small variance (₹1.68).
C0922,ORD-000897,multiple_possible_matches,TXN-0001160,1521.88,INR,2026-08-28,1521.88,0.0,dev,"2 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001160 is correct. Decoys: TXN-0001161. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0623,ORD-000623,missing_record,,24646.17,INR,,0,24646.17,validation,Order recorded but no corresponding settlement received (pending or lost).
C0632,ORD-000632,missing_record,,30364.66,INR,,0,30364.66,validation,Order recorded but no corresponding settlement received (pending or lost).
C0360,ORD-000360,exact_match,TXN-0000360,41350.54,INR,2026-08-29,41350.54,0.0,test_holdout,"Amount, date, and reference all agree exactly."
C0375,ORD-000375,exact_match,TXN-0000375,15124.77,INR,2026-08-12,15124.77,0.0,dev,"Amount, date, and reference all agree exactly."
C0990,ORD-000965,other_conflicting,TXN-0001257,2861.18,INR,2026-08-27,2861.18,0.0,validation,Settlement reference 'ORD-000939' is corrupted and does not cleanly normalize to 'ORD-000965' or any other real order.
C0611,ORD-000611,date_issue,TXN-0000631,32953.22,INR,2026-07-04,32953.22,0.0,dev,"Genuine settlement (TXN-0000631) is dated +5 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0327,ORD-000327,exact_match,TXN-0000327,35314.12,INR,2026-07-12,35314.12,0.0,dev,"Amount, date, and reference all agree exactly."
C0226,ORD-000226,exact_match,TXN-0000226,32983.98,INR,2026-08-18,32983.98,0.0,dev,"Amount, date, and reference all agree exactly."
C0925,ORD-000900,multiple_possible_matches,TXN-0001167,2118.78,INR,2026-07-25,2118.78,0.0,dev,"2 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001167 is correct. Decoys: TXN-0001168. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0848,ORD-000823,partial_settlement,TXN-0000940;TXN-0000941,25144.86,INR,2026-06-20,17537.97,7606.89,dev,Partial settlement with an unexplained shortfall: TXN-0000940 + TXN-0000941 total ₹17537.97 against an order of ₹25144.86 (short by ₹7606.89). Ranked partial_settlement ahead of amount_issue per category precedence.
C0321,ORD-000321,exact_match,TXN-0000321,21144.32,INR,2026-07-24,21144.32,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0188,ORD-000188,exact_match,TXN-0000188,10712.35,INR,2026-07-03,10712.35,0.0,validation,"Amount, date (within settlement lag), and reference all agree."
C0199,ORD-000199,exact_match,TXN-0000199,2987.71,INR,2026-08-02,2987.71,0.0,validation,"Amount, date (within settlement lag), and reference all agree."
C0384,ORD-000384,exact_match,TXN-0000384,35477.9,INR,2026-06-28,35477.9,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0752,ORD-000727,duplicate_record,TXN-0000728,27924.54,INR,2026-07-30,27924.54,0.0,dev,"Near duplicate: same order and amount settled twice, one day apart."
C0297,ORD-000297,exact_match,TXN-0000297,28763.44,INR,2026-06-14,28763.44,0.0,dev,"Amount, date, and reference all agree exactly."
C0466,ORD-000466,amount_issue,TXN-0000466,26441.09,INR,2026-06-13,35401.66,-8960.57,dev,Combo case: gross settlement amount is mismatched (diff ₹8960.57) AND the reference ('ORD-000467') is malformed vs 'ORD-000466' — the agent must use date proximity plus a fuzzy/normalized reference match to even find this candidate before it can assess the amount discrepancy.
C0536,ORD-000536,date_issue,TXN-0000551,33215.63,INR,2026-08-03,33215.63,0.0,dev,"Genuine settlement (TXN-0000551) is dated -2 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue. Distractor (TXN-0000552) shares the order's amount and lands exactly on the order date (looks like a cleaner match than the genuine one), but its reference ('ORD-GHOST-733124') does not resolve to any real order — it must be rejected, not swapped in for the genuine, correctly-referenced but late settlement TXN-0000551."
C0667,ORD-000667,missing_record,,6438.86,INR,,0,6438.86,test_holdout,Order recorded but no corresponding settlement received (pending or lost).
C0630,ORD-000630,missing_record,,3103.38,INR,,0,3103.38,dev,Order recorded but no corresponding settlement received (pending or lost).
C0612,ORD-000612,date_issue,TXN-0000632,3241.1,INR,2026-07-11,3241.1,0.0,test_holdout,"Genuine settlement (TXN-0000632) is dated +6 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0927,ORD-000902,multiple_possible_matches,TXN-0001173,1991.54,INR,2026-06-21,1991.54,0.0,test_holdout,"4 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001173 is correct. Decoys: TXN-0001174,TXN-0001175,TXN-0001176. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0552,ORD-000552,date_issue,TXN-0000572,41190.21,INR,2026-06-11,41190.21,0.0,dev,"Genuine settlement (TXN-0000572) is dated +6 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0319,ORD-000319,exact_match,TXN-0000319,8813.77,INR,2026-08-21,8813.77,0.0,dev,"Amount, date, and reference all agree exactly."
C0732,ORD-000707,duplicate_record,TXN-0000688,26695.05,INR,2026-07-30,26695.05,0.0,dev,"Exact duplicate: two identical settlements for the same order, same amount and date."
C0872,ORD-000847,multiple_possible_matches,TXN-0000989,2288.25,INR,2026-06-01,2288.25,0.0,dev,"4 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0000989 is correct. Decoys: TXN-0000990,TXN-0000991,TXN-0000992. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0867,ORD-000842,partial_settlement,TXN-0000978;TXN-0000979,852.06,INR,2026-06-30,733.31,118.75,test_holdout,Partial settlement with an unexplained shortfall: TXN-0000978 + TXN-0000979 total ₹733.31 against an order of ₹852.06 (short by ₹118.75). Ranked partial_settlement ahead of amount_issue per category precedence.
C0167,ORD-000167,exact_match,TXN-0000167,25316.63,INR,2026-06-16,25316.63,0.0,dev,"Amount, date, and reference all agree exactly."
C0370,ORD-000370,exact_match,TXN-0000370,3723.67,INR,2026-08-19,3723.67,0.0,dev,"Amount, date, and reference all agree exactly."
C0638,ORD-000638,missing_record,,44863.74,INR,,0,44863.74,dev,Order recorded but no corresponding settlement received (pending or lost).
C0556,ORD-000556,date_issue,TXN-0000576,32248.71,INR,2026-08-13,32248.71,0.0,validation,"Genuine settlement (TXN-0000576) is dated +3 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0558,ORD-000558,date_issue,TXN-0000578,44849.0,INR,2026-07-06,44849.0,0.0,test_holdout,"Genuine settlement (TXN-0000578) is dated +5 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0323,ORD-000323,exact_match,TXN-0000323,44232.66,INR,2026-07-03,44232.66,0.0,dev,"Amount, date, and reference all agree exactly."
C0240,ORD-000240,exact_match,TXN-0000240,6849.01,INR,2026-06-29,6849.01,0.0,dev,"Amount, date, and reference all agree exactly."
C0281,ORD-000281,exact_match,TXN-0000281,11836.79,INR,2026-08-05,11836.79,0.0,dev,"Amount, date, and reference all agree exactly."
C0962,ORD-000937,other_conflicting,,39461.59,INR,,0,39461.59,dev,"Settlement TXN-0001238 matches this order's customer, amount, and date, but its reference_order_id deterministically points to a different real order (ORD-000936), so it is rejected outright rather than treated as ambiguous — this is other_conflicting, not multiple_possible_matches, precisely because the reference check resolves it with certainty (to the wrong order), leaving no genuine uncertainty about candidates. This order itself has no genuine settlement (missing) — a naive amount/date matcher would be fooled."
C0182,ORD-000182,exact_match,TXN-0000182,44114.47,INR,2026-06-23,44114.47,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0070,ORD-000070,exact_match,TXN-0000070,43240.75,INR,2026-08-07,43240.75,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0749,ORD-000724,duplicate_record,TXN-0000722,35713.78,INR,2026-07-25,35713.78,0.0,dev,"Near duplicate: same order and amount settled twice, one day apart."
C0776,ORD-000751,duplicate_record,TXN-0000781;TXN-0000782,14026.75,INR,2026-07-05,14026.76,-0.01,dev,Duplicate + partial combo: TXN-0000781 and TXN-0000782 together equal the order amount (genuine two-part settlement); TXN-0000783 duplicates one leg and should be excluded/reversed.
C0866,ORD-000841,partial_settlement,TXN-0000976;TXN-0000977,17522.97,INR,2026-06-21,13950.9,3572.07,test_holdout,Partial settlement with an unexplained shortfall: TXN-0000976 + TXN-0000977 total ₹13950.90 against an order of ₹17522.97 (short by ₹3572.07). Ranked partial_settlement ahead of amount_issue per category precedence.
C0266,ORD-000266,exact_match,TXN-0000266,1626.18,INR,2026-06-19,1626.18,0.0,dev,"Amount, date, and reference all agree exactly."
C0905,ORD-000880,multiple_possible_matches,TXN-0001099,6117.49,INR,2026-08-02,6117.49,0.0,dev,"4 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001099 is correct. Decoys: TXN-0001100,TXN-0001101,TXN-0001102. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0288,ORD-000288,exact_match,TXN-0000288,33921.58,INR,2026-08-28,33921.58,0.0,validation,"Amount, date, and reference all agree exactly."
C0164,ORD-000164,exact_match,TXN-0000164,29413.2,INR,2026-06-25,29413.2,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0971,ORD-000946,exact_match,TXN-0001243,34170.07,INR,2026-08-22,34170.07,0.0,test_holdout,"Amount, date, and reference all agree exactly (this order is the true owner of a settlement that also happens to look like a match for a different order — see that order's other_conflicting case)."
C0847,ORD-000822,partial_settlement,TXN-0000938;TXN-0000939,31317.0,INR,2026-06-09,16634.86,14682.14,test_holdout,Partial settlement with an unexplained shortfall: TXN-0000938 + TXN-0000939 total ₹16634.86 against an order of ₹31317.00 (short by ₹14682.14). Ranked partial_settlement ahead of amount_issue per category precedence.
C0598,ORD-000598,date_issue,TXN-0000618,26952.01,INR,2026-08-24,26952.01,0.0,validation,"Genuine settlement (TXN-0000618) is dated +6 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0727,ORD-000702,duplicate_record,TXN-0000678,37872.16,INR,2026-06-20,37872.16,0.0,validation,"Exact duplicate: two identical settlements for the same order, same amount and date."
C0100,ORD-000100,exact_match,TXN-0000100,33916.09,INR,2026-08-08,33916.09,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0545,ORD-000545,date_issue,TXN-0000565,23337.33,INR,2026-08-26,23337.33,0.0,dev,"Genuine settlement (TXN-0000565) is dated +8 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0243,ORD-000243,exact_match,TXN-0000243,16168.25,INR,2026-08-06,16168.25,0.0,dev,"Amount, date, and reference all agree exactly."
C0435,ORD-000435,amount_issue,TXN-0000435,19571.87,INR,2026-07-12,19570.32,1.55,dev,Gross settlement amount differs from order amount by a small variance (₹1.55).
C0359,ORD-000359,exact_match,TXN-0000359,23568.61,INR,2026-08-13,23568.61,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0703,,missing_record,TXN-0000648,,,2026-06-03,22122.73,,dev,Settlement received with no matching order in the ledger (orphan credit).
C0549,ORD-000549,date_issue,TXN-0000569,11305.99,INR,2026-06-06,11305.99,0.0,validation,"Genuine settlement (TXN-0000569) is dated +3 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0803,ORD-000778,partial_settlement,TXN-0000850;TXN-0000851,27763.47,INR,2026-07-14,27763.47,0.0,test_holdout,Order was settled in two parts (TXN-0000850 + TXN-0000851) summing exactly to the order amount.
C0382,ORD-000382,exact_match,TXN-0000382,6742.91,INR,2026-08-13,6742.91,0.0,dev,"Amount, date, and reference all agree exactly."
C0298,ORD-000298,exact_match,TXN-0000298,1671.83,INR,2026-07-31,1671.83,0.0,test_holdout,"Amount, date (within settlement lag), and reference all agree."
C0747,ORD-000722,duplicate_record,TXN-0000718,37185.75,INR,2026-07-14,37185.75,0.0,dev,"Near duplicate: same order and amount settled twice, one day apart."
C0765,ORD-000740,duplicate_record,TXN-0000754,2705.53,INR,2026-06-03,2705.53,0.0,test_holdout,"Near duplicate: same order and amount settled twice, one day apart."
C0286,ORD-000286,exact_match,TXN-0000286,19348.53,INR,2026-07-04,19348.53,0.0,dev,"Amount, date, and reference all agree exactly."
C0717,,missing_record,TXN-0000662,,,2026-08-24,16955.86,,dev,Settlement received with no matching order in the ledger (orphan credit).
C0739,ORD-000714,duplicate_record,TXN-0000702,26287.56,INR,2026-07-15,26287.56,0.0,dev,"Exact duplicate: two identical settlements for the same order, same amount and date."
C0920,ORD-000895,multiple_possible_matches,TXN-0001152,4708.22,INR,2026-06-22,4708.22,0.0,dev,"5 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001152 is correct. Decoys: TXN-0001153,TXN-0001154,TXN-0001155,TXN-0001156. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0412,ORD-000412,amount_issue,TXN-0000412,43685.91,INR,2026-06-27,43678.47,7.44,dev,Gross settlement amount differs from order amount by a small variance (₹7.44).
C0953,ORD-000928,other_conflicting,TXN-0001230,18484.02,INR,2026-08-24,18484.02,0.0,dev,Order marked 'refunded' in the ledger but the gateway shows it as successfully settled.
C0616,ORD-000616,date_issue,TXN-0000636,24368.86,INR,2026-07-16,24368.86,0.0,test_holdout,"Genuine settlement (TXN-0000636) is dated +5 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0550,ORD-000550,date_issue,TXN-0000570,6592.75,INR,2026-09-01,6592.75,0.0,dev,"Genuine settlement (TXN-0000570) is dated +7 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0312,ORD-000312,exact_match,TXN-0000312,23547.72,INR,2026-07-19,23547.72,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0471,ORD-000471,amount_issue,TXN-0000471,20325.25,INR,2026-06-25,31363.51,-11038.26,dev,Combo case: gross settlement amount is mismatched (diff ₹11038.26) AND the reference ('ORD-000472') is malformed vs 'ORD-000471' — the agent must use date proximity plus a fuzzy/normalized reference match to even find this candidate before it can assess the amount discrepancy.
C0218,ORD-000218,exact_match,TXN-0000218,29258.9,INR,2026-07-10,29258.9,0.0,validation,"Amount, date, and reference all agree exactly."
C0200,ORD-000200,exact_match,TXN-0000200,28817.31,INR,2026-06-20,28817.31,0.0,dev,"Amount, date, and reference all agree exactly."
C0682,ORD-000682,missing_record,,36140.4,INR,,0,36140.4,dev,Order recorded but no corresponding settlement received (pending or lost).
C0331,ORD-000331,exact_match,TXN-0000331,35656.59,INR,2026-07-22,35656.59,0.0,dev,"Amount, date, and reference all agree exactly."
C0355,ORD-000355,exact_match,TXN-0000355,19057.48,INR,2026-06-07,19057.48,0.0,test_holdout,"Amount, date (within settlement lag), and reference all agree."
C0349,ORD-000349,exact_match,TXN-0000349,32562.04,INR,2026-07-22,32562.04,0.0,dev,"Amount, date, and reference all agree exactly."
C0677,ORD-000677,missing_record,,41881.14,INR,,0,41881.14,validation,Order recorded but no corresponding settlement received (pending or lost).
C0126,ORD-000126,exact_match,TXN-0000126,43701.08,INR,2026-07-02,43701.08,0.0,test_holdout,"Amount, date, and reference all agree exactly."
C0619,ORD-000619,date_issue,TXN-0000639,29904.7,INR,2026-06-29,29904.7,0.0,dev,"Genuine settlement (TXN-0000639) is dated +3 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0604,ORD-000604,date_issue,TXN-0000624,32278.59,INR,2026-08-28,32278.59,0.0,dev,"Genuine settlement (TXN-0000624) is dated +3 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0943,ORD-000918,other_conflicting,TXN-0001220,44770.97,INR,2026-06-04,539.41,44231.56,dev,"Order booked in INR, settlement recorded in USD. Cannot be reconciled by direct numeric comparison — requires an FX rate source, or should be flagged as conflicting without one."
C0390,ORD-000390,exact_match,TXN-0000390,36293.04,INR,2026-06-24,36293.04,0.0,dev,"Amount, date, and reference all agree exactly."
C0861,ORD-000836,partial_settlement,TXN-0000966;TXN-0000967,39179.19,INR,2026-08-18,21314.22,17864.97,dev,Partial settlement with an unexplained shortfall: TXN-0000966 + TXN-0000967 total ₹21314.22 against an order of ₹39179.19 (short by ₹17864.97). Ranked partial_settlement ahead of amount_issue per category precedence.
C0125,ORD-000125,exact_match,TXN-0000125,4711.69,INR,2026-07-06,4711.69,0.0,dev,"Amount, date, and reference all agree exactly."
C0238,ORD-000238,exact_match,TXN-0000238,36919.12,INR,2026-07-08,36919.12,0.0,validation,"Amount, date, and reference all agree exactly."
C0063,ORD-000063,exact_match,TXN-0000063,9689.14,INR,2026-06-11,9689.14,0.0,test_holdout,"Amount, date (within settlement lag), and reference all agree."
C0680,ORD-000680,missing_record,,37078.89,INR,,0,37078.89,dev,Order recorded but no corresponding settlement received (pending or lost).
C0277,ORD-000277,exact_match,TXN-0000277,15703.16,INR,2026-06-13,15703.16,0.0,dev,"Amount, date, and reference all agree exactly."
C0039,ORD-000039,exact_match,TXN-0000039,3762.13,INR,2026-07-17,3762.13,0.0,dev,"Reference id formatted differently ('ORD000039' vs 'ORD-000039') — requires normalization, but amount/date/identity agree: true match."
C0149,ORD-000149,exact_match,TXN-0000149,34408.41,INR,2026-08-29,34408.41,0.0,dev,"Amount, date, and reference all agree exactly."
C0407,ORD-000407,amount_issue,TXN-0000407,21567.59,INR,2026-07-01,21564.6,2.99,dev,Gross settlement amount differs from order amount by a small variance (₹2.99).
C0684,ORD-000684,missing_record,,2738.58,INR,,0,2738.58,test_holdout,Order recorded but no corresponding settlement received (pending or lost).
C0923,ORD-000898,multiple_possible_matches,TXN-0001162,906.2,INR,2026-06-01,906.2,0.0,test_holdout,"2 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001162 is correct. Decoys: TXN-0001163. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0688,ORD-000688,missing_record,,24120.0,INR,,0,24120.0,dev,Order recorded but no corresponding settlement received (pending or lost).
C0863,ORD-000838,partial_settlement,TXN-0000970;TXN-0000971,3488.41,INR,2026-06-18,2624.68,863.73,dev,Partial settlement with an unexplained shortfall: TXN-0000970 + TXN-0000971 total ₹2624.68 against an order of ₹3488.41 (short by ₹863.73). Ranked partial_settlement ahead of amount_issue per category precedence.
C0436,ORD-000436,amount_issue,TXN-0000436,28549.54,INR,2026-07-29,28556.92,-7.38,dev,Gross settlement amount differs from order amount by a small variance (₹7.38).
C0797,ORD-000772,partial_settlement,TXN-0000838;TXN-0000839,13342.61,INR,2026-06-29,13342.61,0.0,validation,Order was settled in two parts (TXN-0000838 + TXN-0000839) summing exactly to the order amount.
C0174,ORD-000174,exact_match,TXN-0000174,14344.29,INR,2026-08-28,14344.29,0.0,dev,"Amount, date, and reference all agree exactly."
C0358,ORD-000358,exact_match,TXN-0000358,25550.02,INR,2026-07-28,25550.02,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0320,ORD-000320,exact_match,TXN-0000320,15987.96,INR,2026-06-20,15987.96,0.0,validation,"Amount, date (within settlement lag), and reference all agree."
C0456,ORD-000456,amount_issue,TXN-0000456,43150.53,INR,2026-07-03,37884.31,5266.22,validation,Combo case: gross settlement amount is mismatched (diff ₹-5266.22) AND the reference ('ORD000456') is malformed vs 'ORD-000456' — the agent must use date proximity plus a fuzzy/normalized reference match to even find this candidate before it can assess the amount discrepancy.
C0175,ORD-000175,exact_match,TXN-0000175,41253.21,INR,2026-08-18,41253.21,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0402,ORD-000402,amount_issue,TXN-0000402,30508.48,INR,2026-06-27,30504.45,4.03,dev,Gross settlement amount differs from order amount by a small variance (₹4.03).
C0400,ORD-000400,amount_issue,TXN-0000400,2808.56,INR,2026-07-16,2806.13,2.43,dev,Gross settlement amount differs from order amount by a small variance (₹2.43).
C0426,ORD-000426,amount_issue,TXN-0000426,4476.74,INR,2026-06-03,4477.37,-0.63,dev,Gross settlement amount differs from order amount by a small variance (₹0.63).
C0718,,missing_record,TXN-0000663,,,2026-06-12,7760.93,,dev,Settlement received with no matching order in the ledger (orphan credit).
C0344,ORD-000344,exact_match,TXN-0000344,34710.26,INR,2026-08-10,34710.26,0.0,validation,"Amount, date, and reference all agree exactly."
C0255,ORD-000255,exact_match,TXN-0000255,3759.46,INR,2026-07-30,3759.46,0.0,validation,"Amount, date, and reference all agree exactly."
C0571,ORD-000571,date_issue,TXN-0000591,14571.42,INR,2026-07-01,14571.42,0.0,dev,"Genuine settlement (TXN-0000591) is dated +3 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0274,ORD-000274,exact_match,TXN-0000274,11863.01,INR,2026-07-25,11863.01,0.0,dev,"Amount, date, and reference all agree exactly."
C0075,ORD-000075,exact_match,TXN-0000075,40303.54,INR,2026-07-27,40303.54,0.0,dev,"Amount, date (within settlement lag), and reference all agree."
C0416,ORD-000416,amount_issue,TXN-0000416,8253.79,INR,2026-08-13,8251.81,1.98,dev,Gross settlement amount differs from order amount by a small variance (₹1.98).
C0589,ORD-000589,date_issue,TXN-0000609,40561.19,INR,2026-07-13,40561.19,0.0,dev,"Genuine settlement (TXN-0000609) is dated -2 day(s) from the order date — beyond the 2-day settlement-lag tolerance, so this is date_issue."
C0184,ORD-000184,exact_match,TXN-0000184,7917.66,INR,2026-07-28,7917.66,0.0,validation,"Amount, date, and reference all agree exactly."
C0028,ORD-000028,exact_match,TXN-0000028,6934.23,INR,2026-08-14,6934.23,0.0,validation,"Reference id formatted differently ('ORD-00028' vs 'ORD-000028') — requires normalization, but amount/date/identity agree: true match."
C0755,ORD-000730,duplicate_record,TXN-0000734,17626.69,INR,2026-06-24,17626.69,0.0,dev,"Near duplicate: same order and amount settled twice, one day apart."
C0934,ORD-000909,multiple_possible_matches,TXN-0001195,700.62,INR,2026-07-12,700.62,0.0,validation,"3 settlement(s) are plausible candidates (shared amount/date, generic reference); only TXN-0001195 is correct. Decoys: TXN-0001196,TXN-0001197. Correct agent behavior may be to abstain with a confidence flag rather than guess."
C0465,ORD-000465,amount_issue,TXN-0000465,18602.08,INR,2026-08-29,12583.68,6018.4,dev,Combo case: gross settlement amount is mismatched (diff ₹-6018.40) AND the reference ('ord-000465') is malformed vs 'ORD-000465' — the agent must use date proximity plus a fuzzy/normalized reference match to even find this candidate before it can assess the amount discrepancy.
