txn_id,reference_order_id,settlement_date,gross_amount,currency,fee,net_amount,settlement_status
TXN-0001143,UNSPECIFIED,2026-07-26,5881.07,INR,134.61,5746.46,settled
TXN-0001091,UNSPECIFIED,2026-07-01,3547.61,INR,66.94,3480.67,settled
TXN-0000222,ORD-000222,2026-07-17,19462.37,INR,390.09,19072.28,settled
TXN-0000740,ORD-000733,2026-06-21,17683.48,INR,265.31,17418.17,settled
TXN-0000531,ORD-000526,2026-07-08,25481.95,INR,411.34,25070.61,settled
TXN-0000297,ORD-000297,2026-06-14,28763.44,INR,686.08,28077.36,settled
TXN-0001073,UNSPECIFIED,2026-07-16,4409.71,INR,95.2,4314.51,settled
TXN-0000207,ORD-000207,2026-07-23,4143.05,INR,92.69,4050.36,settled
TXN-0000001,ORD000001,2026-07-12,42661.76,INR,990.3,41671.46,settled
TXN-0000848,ORD-000777,2026-08-13,3036.29,INR,72.28,2964.01,settled
TXN-0000360,ORD-000360,2026-08-29,41350.54,INR,901.43,40449.11,settled
TXN-0001256,ORD-000970,2026-07-27,9669.06,INR,222.93,9446.13,settled
TXN-0000687,ORD-000706,2026-08-19,34812.58,INR,641.27,34171.31,settled
TXN-0000509,ORD-000509,2026-07-14,58855.88,INR,1138.41,57717.47,settled
TXN-0000606,ORD-000586,2026-07-02,11771.22,INR,263.39,11507.83,settled
TXN-0000855,ORD-000780,2026-08-31,20771.36,INR,461.65,20309.71,settled
TXN-0000037,ord-000037,2026-08-05,16096.98,INR,317.47,15779.51,settled
TXN-0001146,UNSPECIFIED,2026-06-08,5028.38,INR,83.36,4945.02,settled
TXN-0000909,ORD-000807,2026-07-07,9203.15,INR,208.8,8994.35,settled
TXN-0000177,ORD-000177,2026-07-21,35572.48,INR,580.79,34991.69,settled
TXN-0000900,ORD-000803,2026-08-24,9634.46,INR,209.14,9425.32,settled
TXN-0000105,ORD-000105,2026-06-10,33709.7,INR,536.64,33173.06,settled
TXN-0000517,ORD-000517,2026-08-21,27920.44,INR,479.75,27440.69,settled
TXN-0000334,ORD-000334,2026-07-27,30254.6,INR,533.84,29720.76,settled
TXN-0001131,UNSPECIFIED,2026-06-04,694.92,INR,14.87,680.05,settled
TXN-0000224,ORD-000224,2026-07-11,35026.98,INR,788.83,34238.15,settled
TXN-0000835,ORD-000770,2026-07-13,5709.88,INR,114.39,5595.49,settled
TXN-0000258,ORD-000258,2026-08-11,30613.68,INR,619.39,29994.29,settled
TXN-0001154,UNSPECIFIED,2026-06-21,4708.22,INR,111.51,4596.71,settled
TXN-0000709,ORD-000717,2026-08-21,35331.7,INR,869.49,34462.21,settled
TXN-0000229,ORD-000229,2026-07-14,40359.7,INR,789.6,39570.1,settled
TXN-0000607,ORD-000587,2026-06-26,39206.96,INR,725.65,38481.31,settled
TXN-0000813,ORD-000761,2026-07-15,9044.5,INR,152.47,8892.03,settled
TXN-0000995,UNSPECIFIED,2026-07-23,2554.18,INR,42.6,2511.58,settled
TXN-0000306,ORD-000306,2026-07-03,38247.45,INR,811.45,37436.0,settled
TXN-0000748,ORD-000737,2026-08-19,15001.26,INR,368.71,14632.55,settled
TXN-0000619,ORD-000599,2026-07-05,38332.9,INR,592.7,37740.2,settled
TXN-0000780,ORD-000750,2026-08-16,6749.4,INR,148.05,6601.35,settled
TXN-0000082,ORD-000082,2026-06-05,33028.66,INR,665.27,32363.39,settled
TXN-0000286,ORD-000286,2026-07-04,19348.53,INR,363.62,18984.91,settled
TXN-0000844,ORD-000775,2026-06-15,8883.55,INR,169.59,8713.96,settled
TXN-0000049,ORD-000049,2026-07-03,9693.17,INR,202.24,9490.93,settled
TXN-0001147,UNSPECIFIED,2026-06-09,5028.38,INR,111.12,4917.26,settled
TXN-0001027,ORD-000857,2026-06-18,309.6,INR,5.62,303.98,settled
TXN-0000662,ORD-UNKNOWN-179936,2026-08-24,16955.86,INR,378.83,16577.03,settled
TXN-0000096,ORD-000096,2026-08-07,38418.15,INR,851.34,37566.81,settled
TXN-0000916,ORD-000811,2026-07-26,12121.71,INR,296.1,11825.61,settled
TXN-0000924,ORD-000815,2026-07-16,12450.11,INR,282.74,12167.37,settled
TXN-0001193,UNSPECIFIED,2026-07-22,4620.42,INR,77.73,4542.69,settled
TXN-0000927,ORD-000816,2026-06-12,4253.95,INR,79.43,4174.52,settled
TXN-0000731,ORD-000728,2026-06-25,31597.77,INR,644.02,30953.75,settled
TXN-0000194,ORD-000194,2026-07-30,27196.44,INR,436.72,26759.72,settled
TXN-0000511,ORD-000511,2026-08-19,18483.15,INR,415.4,18067.75,settled
TXN-0000973,ORD-000839,2026-07-31,6302.51,INR,135.1,6167.41,settled
TXN-0001156,ORD-000895,2026-06-22,1421.71,INR,34.14,1387.57,settled
TXN-0000518,ORD-000518,2026-07-19,308.06,INR,4.79,303.27,settled
TXN-0001014,UNSPECIFIED,2026-08-26,4037.61,INR,79.76,3957.85,settled
TXN-0000809,ORD-000760,2026-08-28,2717.36,INR,66.31,2651.05,settled
TXN-0000451,ORD-000451,2026-08-11,26421.05,INR,603.37,25817.68,settled
TXN-0001135,UNSPECIFIED,2026-08-14,5289.74,INR,125.58,5164.16,settled
TXN-0000653,ORD-UNKNOWN-414430,2026-08-16,1603.32,INR,25.66,1577.66,settled
TXN-0000588,ORD-000568,2026-06-11,43346.84,INR,684.58,42662.26,settled
TXN-0000615,ORD-000595,2026-08-08,9864.93,INR,195.07,9669.86,settled
TXN-0000038,ORD-00038,2026-06-25,31209.61,INR,776.51,30433.1,settled
TXN-0000054,ORD-000054,2026-06-24,6498.92,INR,133.65,6365.27,settled
TXN-0000253,ORD-000253,2026-08-18,7982.58,INR,169.71,7812.87,settled
TXN-0000288,ORD-000288,2026-08-28,33921.58,INR,706.11,33215.47,settled
TXN-0000232,ORD-000232,2026-06-21,28700.24,INR,687.49,28012.75,settled
TXN-0000968,ORD-000837,2026-08-05,11432.1,INR,225.04,11207.06,settled
TXN-0000760,ORD-000743,2026-07-05,6632.0,INR,160.36,6471.64,settled
TXN-0000445,ORD-000445,2026-07-02,14681.91,INR,365.21,14316.7,settled
TXN-0001220,ORD-000918,2026-06-04,539.41,USD,12.95,526.46,settled
TXN-0001161,UNSPECIFIED,2026-08-28,1521.88,INR,26.12,1495.76,settled
TXN-0000636,ORD-000616,2026-07-16,24368.86,INR,459.86,23909.0,settled
TXN-0000230,ORD-000230,2026-07-03,22674.47,INR,399.72,22274.75,settled
TXN-0000195,ORD-000195,2026-08-16,31980.32,INR,597.62,31382.7,settled
TXN-0000166,ORD-000166,2026-06-14,278.75,INR,5.35,273.4,settled
TXN-0001263,ORD-000971,2026-06-18,-21842.95,INR,0.0,-21842.95,chargeback
TXN-0000890,ORD-000798,2026-06-07,8272.64,INR,127.75,8144.89,settled
TXN-0000242,ORD-000242,2026-06-06,1149.69,INR,20.74,1128.95,settled
TXN-0000206,ORD-000206,2026-06-21,5979.38,INR,128.0,5851.38,settled
TXN-0000638,ORD-000618,2026-08-03,41693.82,INR,1038.6,40655.22,settled
TXN-0000084,ORD-000084,2026-08-26,22350.82,INR,404.05,21946.77,settled
TXN-0001163,UNSPECIFIED,2026-06-02,906.2,INR,20.69,885.51,settled
TXN-0000791,ORD-000754,2026-07-11,1060.51,INR,20.89,1039.62,settled
TXN-0000611,ORD-000591,2026-08-30,41127.48,INR,641.58,40485.9,settled
TXN-0000167,ORD-000167,2026-06-16,25316.63,INR,574.37,24742.26,settled
TXN-0000591,ORD-000571,2026-07-01,14571.42,INR,313.13,14258.29,settled
TXN-0000300,ORD-000300,2026-07-03,27226.34,INR,474.36,26751.98,settled
TXN-0000856,ORD-000781,2026-06-03,1136.71,INR,26.55,1110.16,settled
TXN-0000829,ORD-000767,2026-07-08,3169.25,INR,70.1,3099.15,settled
TXN-0000115,ORD-000115,2026-07-31,3579.42,INR,69.78,3509.64,settled
TXN-0000932,ORD-000819,2026-06-02,17637.91,INR,295.66,17342.25,settled
TXN-0000906,ORD-000806,2026-06-13,1921.94,INR,45.13,1876.81,settled
TXN-0000118,ORD-000118,2026-08-06,12688.62,INR,219.69,12468.93,settled
TXN-0000917,ORD-000811,2026-07-27,23958.86,INR,420.59,23538.27,settled
TXN-0000328,ORD-000328,2026-08-14,822.12,INR,12.92,809.2,settled
TXN-0001029,UNSPECIFIED,2026-08-28,6585.26,INR,123.13,6462.13,settled
TXN-0000108,ORD-000108,2026-07-29,22303.6,INR,537.62,21765.98,settled
TXN-0001230,ORD-000928,2026-08-24,18484.02,INR,453.88,18030.14,settled
TXN-0000055,ORD-000055,2026-07-12,30752.56,INR,702.47,30050.09,settled
TXN-0000796,ORD-000756,2026-08-07,18261.24,INR,296.03,17965.21,settled
TXN-0001054,UNSPECIFIED,2026-08-16,1206.57,INR,23.79,1182.78,settled
TXN-0000122,ORD-000122,2026-07-22,5533.85,INR,132.9,5400.95,settled
TXN-0000986,UNSPECIFIED,2026-07-12,7812.02,INR,148.97,7663.05,settled
TXN-0000543,ORD-000532,2026-06-15,6285.59,INR,119.7,6165.89,settled
TXN-0000031,ORD-00031,2026-07-11,4001.93,INR,70.62,3931.31,settled
TXN-0000834,ORD-000770,2026-07-12,4235.02,INR,69.4,4165.62,settled
TXN-0000164,ORD-000164,2026-06-25,29413.2,INR,450.58,28962.62,settled
TXN-0000187,ORD-000187,2026-07-18,11544.43,INR,201.73,11342.7,settled
TXN-0000463,ORD000463,2026-07-25,14338.34,INR,274.19,14064.15,settled
TXN-0001239,ORD-000938,2026-07-03,3798.9,INR,70.98,3727.92,settled
TXN-0000014,ORD-00014,2026-07-11,15404.49,INR,353.82,15050.67,settled
TXN-0000672,ORD-000699,2026-07-01,32737.15,INR,655.33,32081.82,settled
TXN-0001246,ORD-000952,2026-08-17,44474.59,INR,996.4,43478.19,settled
TXN-0000454,ORD-000454,2026-08-03,17229.75,INR,333.51,16896.24,settled
TXN-0001133,UNSPECIFIED,2026-08-13,5289.74,INR,96.2,5193.54,settled
TXN-0000500,ORD-000500,2026-08-11,8527.86,INR,174.3,8353.56,settled
TXN-0000724,ORD-000725,2026-06-15,39537.41,INR,758.59,38778.82,settled
TXN-0001090,ORD-000877,2026-07-21,488.43,INR,10.27,478.16,settled
TXN-0000921,ORD-000813,2026-07-29,4242.06,INR,99.13,4142.93,settled
TXN-0000908,ORD-000807,2026-07-06,4523.98,INR,95.29,4428.69,settled
TXN-0000599,ORD-000579,2026-08-24,25937.58,INR,600.05,25337.53,settled
TXN-0001210,UNSPECIFIED,2026-06-18,1303.33,INR,25.21,1278.12,settled
TXN-0000066,ORD-000066,2026-08-03,7451.36,INR,123.8,7327.56,settled
TXN-0000068,ORD-000068,2026-07-11,4284.9,INR,88.01,4196.89,settled
TXN-0000955,ORD-000830,2026-07-18,2176.59,INR,49.21,2127.38,settled
TXN-0000366,ORD-000366,2026-06-25,41537.72,INR,919.46,40618.26,settled
TXN-0001129,UNSPECIFIED,2026-06-03,694.92,INR,13.88,681.04,settled
TXN-0000877,ORD-000791,2026-06-27,248.55,INR,3.97,244.58,settled
TXN-0000596,ORD-000576,2026-07-18,7177.04,INR,122.76,7054.28,settled
TXN-0000679,ORD-000702,2026-06-20,37872.16,INR,804.5,37067.66,settled
TXN-0000099,ORD-000099,2026-08-06,28285.85,INR,567.28,27718.57,settled
TXN-0000220,ORD-000220,2026-08-19,44378.27,INR,1004.53,43373.74,settled
TXN-0000152,ORD-000152,2026-07-02,21467.39,INR,328.3,21139.09,settled
TXN-0000818,ORD-000763,2026-06-28,7671.0,INR,120.19,7550.81,settled
TXN-0000434,ORD-000434,2026-07-16,11331.73,INR,191.22,11140.51,settled
TXN-0001017,UNSPECIFIED,2026-08-21,5818.42,INR,143.01,5675.41,settled
TXN-0000486,ORD-000486,2026-07-17,45032.81,INR,777.46,44255.35,settled
TXN-0000095,ORD-000095,2026-06-03,13589.13,INR,283.41,13305.72,settled
TXN-0001208,ORD-000912,2026-06-18,2943.29,INR,70.84,2872.45,settled
TXN-0000225,ORD-000225,2026-07-19,29425.64,INR,460.92,28964.72,settled
TXN-0000608,ORD-000588,2026-07-08,19953.83,INR,426.24,19527.59,settled
TXN-0000409,ORD-000409,2026-07-24,11220.06,INR,187.13,11032.93,settled
TXN-0000534,ORD-GHOST-365803,2026-06-26,24732.91,INR,531.68,24201.23,settled
TXN-0000030,ord-000030,2026-08-02,5659.47,INR,112.08,5547.39,settled
TXN-0000295,ORD-000295,2026-06-14,7532.38,INR,141.93,7390.45,settled
TXN-0000439,ORD-000439,2026-06-09,26799.87,INR,545.06,26254.81,settled
TXN-0000275,ORD-000275,2026-07-18,40978.49,INR,963.56,40014.93,settled
TXN-0000815,ORD-000762,2026-06-19,12000.43,INR,291.28,11709.15,settled
TXN-0000013,ORD-00013,2026-08-02,19063.17,INR,395.18,18667.99,settled
TXN-0000440,ORD-000440,2026-06-19,19890.34,INR,413.19,19477.15,settled
TXN-0000044,ORD-000044,2026-06-13,32657.22,INR,498.85,32158.37,settled
TXN-0000102,ORD-000102,2026-06-30,3966.36,INR,73.8,3892.56,settled
TXN-0000493,ORD-000493,2026-08-13,19934.01,INR,385.71,19548.3,settled
TXN-0000508,ORD-000508,2026-06-22,39984.56,INR,793.9,39190.66,settled
TXN-0001178,UNSPECIFIED,2026-06-25,4284.21,INR,85.1,4199.11,settled
TXN-0000913,ORD-000809,2026-07-20,10606.1,INR,256.29,10349.81,settled
TXN-0000318,ORD-000318,2026-07-21,20875.93,INR,475.26,20400.67,settled
TXN-0001238,ORD-000936,2026-07-06,39461.59,INR,766.26,38695.33,settled
TXN-0000129,ORD-000129,2026-06-07,42015.92,INR,946.48,41069.44,settled
TXN-0001097,UNSPECIFIED,2026-06-12,4639.48,INR,104.79,4534.69,settled
TXN-0000400,ORD-000400,2026-07-16,2806.13,INR,56.5,2749.63,settled
TXN-0000343,ORD-000343,2026-06-13,38796.8,INR,883.99,37912.81,settled
TXN-0000521,ORD-000521,2026-07-29,3964.13,INR,76.44,3887.69,settled
TXN-0001049,UNSPECIFIED,2026-06-21,6538.69,INR,99.17,6439.52,settled
TXN-0000420,ORD-000420,2026-08-04,4194.26,INR,74.08,4120.18,settled
TXN-0001197,UNSPECIFIED,2026-07-11,700.62,INR,12.96,687.66,settled
TXN-0000266,ORD-000266,2026-06-19,1626.18,INR,39.5,1586.68,settled
TXN-0001149,ORD-000893,2026-06-08,1164.64,INR,26.0,1138.64,settled
TXN-0001056,UNSPECIFIED,2026-08-14,598.61,INR,10.42,588.19,settled
TXN-0000415,ORD-000415,2026-08-08,12987.45,INR,223.16,12764.29,settled
TXN-0000273,ORD-000273,2026-06-17,4539.1,INR,82.57,4456.53,settled
TXN-0000367,ORD-000367,2026-06-19,32878.02,INR,676.46,32201.56,settled
TXN-0000475,ord-000475,2026-07-03,4414.82,INR,83.71,4331.11,settled
TXN-0000092,ORD-000092,2026-07-16,8355.66,INR,164.99,8190.67,settled
TXN-0000497,ORD-000497,2026-08-18,58732.72,INR,1140.92,57591.8,settled
TXN-0000756,ORD-000741,2026-07-10,33835.66,INR,754.15,33081.51,settled
TXN-0000407,ORD-000407,2026-07-01,21564.6,INR,482.2,21082.4,settled
TXN-0001104,UNSPECIFIED,2026-08-19,7821.74,INR,183.71,7638.03,settled
TXN-0001058,UNSPECIFIED,2026-08-15,598.61,INR,12.17,586.44,settled
TXN-0000435,ORD-000435,2026-07-12,19570.32,INR,483.33,19086.99,settled
TXN-0000627,ORD-000607,2026-06-07,2317.09,INR,55.11,2261.98,settled
TXN-0000402,ORD-000402,2026-06-27,30504.45,INR,570.95,29933.5,settled
TXN-0000380,ORD-000380,2026-07-07,19099.13,INR,432.28,18666.85,settled
TXN-0000080,ORD-000080,2026-07-10,23969.2,INR,479.41,23489.79,settled
TXN-0000148,ORD-000148,2026-07-09,43315.21,INR,925.34,42389.87,settled
TXN-0000814,ORD-000762,2026-06-19,12000.43,INR,229.65,11770.78,settled
TXN-0000357,ORD-000357,2026-07-04,38830.9,INR,706.13,38124.77,settled
TXN-0000721,ORD-000723,2026-08-27,37656.13,INR,905.3,36750.83,settled
TXN-0000074,ORD-000074,2026-08-29,14818.13,INR,324.25,14493.88,settled
TXN-0000882,ORD-000794,2026-08-23,15103.57,INR,334.82,14768.75,settled
TXN-0001111,UNSPECIFIED,2026-08-19,2761.76,INR,52.32,2709.44,settled
TXN-0000470,ORD-000471,2026-07-17,10373.97,INR,162.15,10211.82,settled
TXN-0001034,UNSPECIFIED,2026-06-06,6250.87,INR,149.84,6101.03,settled
TXN-0000061,ORD-000061,2026-07-05,41536.87,INR,680.01,40856.86,settled
TXN-0000051,ORD-000051,2026-07-29,29862.0,INR,721.98,29140.02,settled
TXN-0000820,ORD-000764,2026-08-13,15050.68,INR,290.86,14759.82,settled
TXN-0001046,UNSPECIFIED,2026-07-13,2472.13,INR,49.49,2422.64,settled
TXN-0001006,UNSPECIFIED,2026-08-24,6866.11,INR,148.18,6717.93,settled
TXN-0000785,ORD-000752,2026-06-14,15358.89,INR,289.59,15069.3,settled
TXN-0000026,ORD000026,2026-07-21,4793.64,INR,75.13,4718.51,settled
TXN-0000427,ORD-000427,2026-08-14,20954.58,INR,334.0,20620.58,settled
TXN-0000911,ORD-000808,2026-06-03,2496.82,INR,42.79,2454.03,settled
TXN-0000806,ORD-000759,2026-06-15,20931.03,INR,516.43,20414.6,settled
TXN-0000975,ORD-000840,2026-08-27,9328.12,INR,200.66,9127.46,settled
TXN-0000922,ORD-000814,2026-07-12,3767.07,INR,76.77,3690.3,settled
TXN-0000075,ORD-000075,2026-07-27,40303.54,INR,860.25,39443.29,settled
TXN-0000370,ORD-000370,2026-08-19,3723.67,INR,78.2,3645.47,settled
TXN-0000271,ORD-000271,2026-07-20,4954.15,INR,75.99,4878.16,settled
TXN-0000077,ORD-000077,2026-07-29,667.85,INR,16.13,651.72,settled
TXN-0000866,ORD-000786,2026-08-07,9602.9,INR,178.02,9424.88,settled
TXN-0001264,ORD-000972,2026-08-10,-3143.55,INR,0.0,-3143.55,chargeback
TXN-0000647,ORD-UNKNOWN-320698,2026-08-07,44826.37,INR,908.33,43918.04,settled
TXN-0000894,ORD-000800,2026-06-13,2838.15,INR,57.11,2781.04,settled
TXN-0000790,ORD-000754,2026-07-11,1060.51,INR,23.94,1036.57,settled
TXN-0000221,ORD-000221,2026-07-29,37669.05,INR,590.32,37078.73,settled
TXN-0000383,ORD-000383,2026-07-15,24124.9,INR,554.24,23570.66,settled
TXN-0000933,ORD-000819,2026-06-03,7670.8,INR,162.18,7508.62,settled
TXN-0000107,ORD-000107,2026-07-04,10680.14,INR,229.62,10450.52,settled
TXN-0000514,ORD-000514,2026-07-16,8482.5,INR,197.76,8284.74,settled
TXN-0000226,ORD-000226,2026-08-18,32983.98,INR,818.57,32165.41,settled
TXN-0000322,ORD-000322,2026-07-31,16060.37,INR,301.32,15759.05,settled
TXN-0000473,ord-000473,2026-07-12,516.42,INR,12.8,503.62,settled
TXN-0000065,ORD-000065,2026-06-19,43544.38,INR,694.15,42850.23,settled
TXN-0000812,ORD-000761,2026-07-14,9044.5,INR,167.3,8877.2,settled
TXN-0001065,UNSPECIFIED,2026-07-10,7690.32,INR,139.61,7550.71,settled
TXN-0000146,ORD-000146,2026-08-29,29183.56,INR,664.47,28519.09,settled
TXN-0000792,ORD-000754,2026-07-12,1060.51,INR,21.83,1038.68,settled
TXN-0000764,ORD-000745,2026-07-01,13209.03,INR,201.54,13007.49,settled
TXN-0000339,ORD-000339,2026-07-18,19247.76,INR,411.33,18836.43,settled
TXN-0000347,ORD-000347,2026-06-27,29506.98,INR,536.17,28970.81,settled
TXN-0000116,ORD-000116,2026-07-05,17500.15,INR,278.31,17221.84,settled
TXN-0000397,ORD-000397,2026-07-30,21978.77,INR,349.45,21629.32,settled
TXN-0000358,ORD-000358,2026-07-28,25550.02,INR,397.21,25152.81,settled
TXN-0000717,ORD-000721,2026-06-08,17731.79,INR,387.06,17344.73,settled
TXN-0001180,ORD-000903,2026-06-24,1442.87,INR,23.73,1419.14,settled
TXN-0000750,ORD-000738,2026-08-24,31961.41,INR,599.55,31361.86,settled
TXN-0000825,ORD-000765,2026-08-27,17756.51,INR,400.25,17356.26,settled
TXN-0000767,ORD-000746,2026-07-23,14624.32,INR,291.46,14332.86,settled
TXN-0000278,ORD-000278,2026-06-12,25918.16,INR,389.11,25529.05,settled
TXN-0001157,UNSPECIFIED,2026-06-28,6883.72,INR,135.09,6748.63,settled
TXN-0000783,ORD-000751,2026-07-06,7013.38,INR,135.94,6877.44,settled
TXN-0000883,ORD-000794,2026-08-24,15225.81,INR,333.75,14892.06,settled
TXN-0000635,ORD-000615,2026-09-04,18555.23,INR,352.42,18202.81,settled
TXN-0000520,ORD-000520,2026-06-23,12643.14,INR,261.4,12381.74,settled
TXN-0000928,ORD-000817,2026-08-08,1772.65,INR,38.11,1734.54,settled
TXN-0000331,ORD-000331,2026-07-22,35656.59,INR,780.18,34876.41,settled
TXN-0000478,ORD-000478,2026-07-26,1992.35,INR,43.95,1948.4,settled
TXN-0001204,UNSPECIFIED,2026-08-19,3221.45,INR,78.58,3142.87,settled
TXN-0000696,ORD-000711,2026-06-09,44878.63,INR,690.11,44188.52,settled
TXN-0000801,ORD-000757,2026-08-09,18612.54,INR,346.16,18266.38,settled
TXN-0000293,ORD-000293,2026-06-20,43868.32,INR,887.1,42981.22,settled
TXN-0000476,ORD-000476,2026-07-18,7522.69,INR,185.15,7337.54,settled
TXN-0000878,ORD-000792,2026-06-17,16639.34,INR,347.02,16292.32,settled
TXN-0000483,ORD-000483,2026-06-17,21021.07,INR,477.54,20543.53,settled
TXN-0000174,ORD-000174,2026-08-28,14344.29,INR,318.67,14025.62,settled
TXN-0000757,ORD-000741,2026-07-11,33835.66,INR,761.24,33074.42,settled
TXN-0000399,ORD-000399,2026-07-18,43463.93,INR,763.17,42700.76,settled
TXN-0000575,ORD-000555,2026-07-20,33318.01,INR,616.53,32701.48,settled
TXN-0000308,ORD-000308,2026-08-23,14863.2,INR,295.75,14567.45,settled
TXN-0000429,ORD-000429,2026-06-15,5616.42,INR,92.51,5523.91,settled
TXN-0000730,ORD-000728,2026-06-24,31597.77,INR,602.71,30995.06,settled
TXN-0000016,ord-000016,2026-08-31,14035.89,INR,250.48,13785.41,settled
TXN-0001186,UNSPECIFIED,2026-08-20,3158.54,INR,76.44,3082.1,settled
TXN-0001128,UNSPECIFIED,2026-06-04,694.92,INR,13.0,681.92,settled
TXN-0000795,ORD-000755,2026-08-26,9307.9,INR,225.02,9082.88,settled
TXN-0001249,ORD-000970,2026-06-05,9811.19,INR,233.12,9578.07,settled
TXN-0000897,ORD-000801,2026-07-21,28278.7,INR,656.45,27622.25,settled
TXN-0000879,ORD-000792,2026-06-19,25885.9,INR,565.7,25320.2,settled
TXN-0000228,ORD-000228,2026-06-29,3088.4,INR,54.12,3034.28,settled
TXN-0000247,ORD-000247,2026-07-04,43526.02,INR,897.65,42628.37,settled
TXN-0001028,UNSPECIFIED,2026-08-28,6585.26,INR,143.32,6441.94,settled
TXN-0000245,ORD-000245,2026-06-03,42156.1,INR,822.4,41333.7,settled
TXN-0001175,UNSPECIFIED,2026-06-22,1991.54,INR,34.22,1957.32,settled
TXN-0001132,ORD-000888,2026-06-04,201.98,INR,3.79,198.19,settled
TXN-0000787,ORD-000753,2026-07-05,2597.11,INR,50.65,2546.46,settled
TXN-0000654,ORD-UNKNOWN-101376,2026-06-20,15591.79,INR,336.24,15255.55,settled
TXN-0000354,ORD-000354,2026-07-29,28193.7,INR,474.02,27719.68,settled
TXN-0001114,UNSPECIFIED,2026-08-12,5268.58,INR,122.07,5146.51,settled
TXN-0000632,ORD-000612,2026-07-11,3241.1,INR,65.11,3175.99,settled
TXN-0000424,ORD-000424,2026-08-03,20170.45,INR,320.42,19850.03,settled
TXN-0000078,ORD-000078,2026-08-20,5945.73,INR,144.96,5800.77,settled
TXN-0001052,UNSPECIFIED,2026-08-15,1206.57,INR,27.8,1178.77,settled
TXN-0000223,ORD-000223,2026-08-24,1978.39,INR,47.92,1930.47,settled
TXN-0000658,ORD-UNKNOWN-577083,2026-08-10,4440.74,INR,71.63,4369.11,settled
TXN-0000732,ORD-000729,2026-07-01,5563.87,INR,118.35,5445.52,settled
TXN-0000692,ORD-000709,2026-08-05,30594.44,INR,702.96,29891.48,settled
TXN-0000905,ORD-000805,2026-06-29,17483.91,INR,323.89,17160.02,settled
TXN-0000316,ORD-000316,2026-08-26,15942.81,INR,287.53,15655.28,settled
TXN-0000594,ORD-000574,2026-08-19,18070.15,INR,275.7,17794.45,settled
TXN-0000904,ORD-000805,2026-06-27,12793.15,INR,202.94,12590.21,settled
TXN-0001138,UNSPECIFIED,2026-08-16,1294.13,INR,22.35,1271.78,settled
TXN-0000688,ORD-000707,2026-07-30,26695.05,INR,403.3,26291.75,settled
TXN-0000456,ORD000456,2026-07-03,37884.31,INR,586.24,37298.07,settled
TXN-0001179,UNSPECIFIED,2026-06-24,4284.21,INR,84.46,4199.75,settled
TXN-0001174,UNSPECIFIED,2026-06-21,1991.54,INR,36.05,1955.49,settled
TXN-0000268,ORD-000268,2026-08-28,29012.98,INR,648.96,28364.02,settled
TXN-0000239,ORD-000239,2026-08-15,41791.4,INR,939.1,40852.3,settled
TXN-0001267,ORD-000975,2026-08-09,-30310.63,INR,0.0,-30310.63,chargeback
TXN-0000410,ORD-000410,2026-08-03,5047.67,INR,101.63,4946.04,settled
TXN-0000584,ORD-000564,2026-06-14,37760.63,INR,670.58,37090.05,settled
TXN-0000091,ORD-000091,2026-08-12,14660.5,INR,265.29,14395.21,settled
TXN-0000079,ORD-000079,2026-06-21,11896.0,INR,215.55,11680.45,settled
TXN-0000481,ORD-000481,2026-06-27,17734.0,INR,289.23,17444.77,settled
TXN-0000127,ORD-000127,2026-07-19,35363.65,INR,817.59,34546.06,settled
TXN-0000047,ORD-000047,2026-06-03,788.8,INR,15.99,772.81,settled
TXN-0000506,ORD-000506,2026-07-17,12128.81,INR,195.35,11933.46,settled
TXN-0000029,ord-000029,2026-06-27,27690.99,INR,582.14,27108.85,settled
TXN-0000581,ORD-000561,2026-07-18,11457.48,INR,180.28,11277.2,settled
TXN-0000951,ORD-000828,2026-06-09,3943.31,INR,59.73,3883.58,settled
TXN-0000805,ORD-000759,2026-06-15,20931.03,INR,448.92,20482.11,settled
TXN-0001077,UNSPECIFIED,2026-08-25,2394.51,INR,54.36,2340.15,settled
TXN-0000346,ORD-000346,2026-07-23,15117.42,INR,278.89,14838.53,settled
TXN-0000010,ORD000010,2026-07-03,35777.92,INR,742.19,35035.73,settled
TXN-0000947,ORD-000826,2026-06-27,9460.45,INR,227.51,9232.94,settled
TXN-0001195,UNSPECIFIED,2026-07-12,700.62,INR,13.6,687.02,settled
TXN-0000770,ORD-000747,2026-07-17,15567.33,INR,363.26,15204.07,settled
TXN-0000502,ORD-000502,2026-06-19,3256.02,INR,56.71,3199.31,settled
TXN-0000008,ORD000008,2026-08-10,32088.17,INR,640.61,31447.56,settled
TXN-0000340,ORD-000340,2026-08-21,29146.49,INR,636.15,28510.34,settled
TXN-0000695,ORD-000710,2026-06-27,9039.3,INR,199.64,8839.66,settled
TXN-0000614,ORD-000594,2026-07-04,14773.14,INR,265.69,14507.45,settled
TXN-0000577,ORD-000557,2026-09-02,14645.52,INR,350.64,14294.88,settled
TXN-0000133,ORD-000133,2026-08-25,17837.39,INR,280.97,17556.42,settled
TXN-0000462,ORD-000463,2026-08-06,6502.49,INR,155.29,6347.2,settled
TXN-0000680,ORD-000703,2026-06-15,13244.31,INR,209.83,13034.48,settled
TXN-0000776,ORD-000749,2026-06-08,3711.2,INR,80.96,3630.24,settled
